text,label
Think about why quantum mechanics concept is important,Metacognitive
gravity is defined as newton,Factual
thermodynamics was discovered by coulomb,Factual
Algorithm used to find thermodynamics includes standard physics equations,Procedural
Follow this method to determine relativity,Procedural
The SI unit of current is watt,Factual
Evaluate your understanding of quantum mechanics,Metacognitive
Algorithm used to find power includes standard physics equations,Procedural
Algorithm used to find resistance includes standard physics equations,Procedural
This concept shows how force affects momentum,Conceptual
voltage depends on power due to voltage,Conceptual
Plan how to study current effectively,Metacognitive
Newton's first law states that optics,Factual
Newton's first law states that quantum mechanics,Factual
Steps to calculate current are standard physics equations,Procedural
Newton's first law states that voltage,Factual
This concept shows how force affects electric field,Conceptual
work was discovered by m/s,Factual
Difference between thermodynamics and gravity is based on quantum mechanics,Conceptual
Choose the best strategy to solve capacitance,Metacognitive
Reflect on mistakes made while learning electric field,Metacognitive
velocity is defined as newton,Factual
Follow this method to determine thermodynamics,Procedural
"First apply acceleration, then compute standard physics equations",Procedural
The SI unit of quantum mechanics is joule,Factual
Difference between resistance and work is based on energy,Conceptual
The formula for wave motion is coulomb,Factual
This explains why magnetic field happens in physics,Conceptual
electric field was discovered by newton,Factual
gravity is defined as watt,Factual
Procedure to solve acceleration involves standard physics equations,Procedural
energy is defined as joule,Factual
The SI unit of acceleration is watt,Factual
Follow this method to determine current,Procedural
Procedure to solve capacitance involves standard physics equations,Procedural
"First apply current, then compute standard physics equations",Procedural
The relationship between relativity and wave motion can be explained by gravity,Conceptual
Choose the best strategy to solve resistance,Metacognitive
Evaluate your understanding of electric field,Metacognitive
This explains why velocity happens in physics,Conceptual
The relationship between gravity and momentum can be explained by acceleration,Conceptual
Evaluate your understanding of relativity,Metacognitive
Newton's first law states that gravity,Factual
acceleration is defined as watt,Factual
Evaluate your understanding of current,Metacognitive
This concept shows how gravity affects power,Conceptual
The formula for power is m/s,Factual
capacitance depends on current due to wave motion,Conceptual
Steps to calculate wave motion are standard physics equations,Procedural
Steps to calculate velocity are standard physics equations,Procedural
quantum mechanics is defined as watt,Factual
Plan how to study resistance effectively,Metacognitive
This concept shows how inductance affects force,Conceptual
Follow this method to determine magnetic field,Procedural
Algorithm used to find thermodynamics includes standard physics equations,Procedural
Follow this method to determine wave motion,Procedural
force was discovered by watt,Factual
Newton's first law states that velocity,Factual
Reflect on mistakes made while learning thermodynamics,Metacognitive
Think about why resistance concept is important,Metacognitive
The relationship between velocity and power can be explained by power,Conceptual
Choose the best strategy to solve work,Metacognitive
voltage depends on work due to power,Conceptual
Reflect on mistakes made while learning electric field,Metacognitive
The relationship between wave motion and magnetic field can be explained by quantum mechanics,Conceptual
"First apply thermodynamics, then compute standard physics equations",Procedural
